G15	10010	55597	2	117.934	24.5617
G15	10041	24651	1	119.07625	25.39058
G15	10042	24651	1	119.07625	25.39058
G15	10231	24884	1	118.5586001	24.8386001
G15	10233	24884	1	118.5586001	24.8386001
G15	10241	22879	1	118.4680001	24.7803001
G15	10243	22879	1	118.4680001	24.7803001
G15	10252	24781	1	118.5249401	24.8260101
G15	10253	24781	1	118.5249401	24.8260101
G15	10262	22890	1	117.79551	24.50364
G15	10390	24927	2	118.243	24.6732
G15	10443	22890	1	117.85284	24.51893
G15	107296257	22951	3	119.34452	25.86961
G15	107296258	22951	3	119.34452	25.86961
G15	107296259	22951	3	119.34452	25.86961	
G15	107297281	22951	3	119.36849	25.88481
G15	107297283	22951	3	119.36849	25.88481
G15	107298049	22951	3	119.38358	25.90216
G15	107298050	22951	3	119.38358	25.90216
G15	107298051	22951	3	119.38358	25.90216
G15	107305729	22951	3	119.36162	25.88099
G15	107305730	22951	3	119.36162	25.88099
G15	107305731	22951	3	119.36162	25.88099
G15	107581697	24796	3	119.30378	25.79532
G15	107581698	24796	3	119.30378	25.79532
G15	107581954	24796	3	119.29235	25.78619
G15	107582209	24796	2	119.29499	25.79517
G15	107582210	24796	2	119.29499	25.79517
G15	107582211	24796	2	119.29499	25.79517
G15	107582466	24796	2	119.29326	25.81303
G15	107582721	24796	3	119.29012	25.75453
G15	107592193	22951	3	119.38638	25.92805
G15	107592194	22951	3	119.38638	25.92805
G15	107592195	22951	3	119.38638	25.92805
G15	107592196	22951	3	119.38638	25.92805
G15	107616257	24796	3	119.30185	25.70421
G15	107616258	24796	3	119.30185	25.70421
G15	107616259	24796	3	119.30185	25.70421
G15	107616770	24796	3	119.29307	25.78525
G15	107620353	24796	3	119.29861	25.75404
G15	107620354	24796	3	119.29861	25.75404
G15	107620355	24796	3	119.29861	25.75404
G15	107623171	22812	3	119.30856	25.69689
G15	107626243	22812	3	119.31344	25.70836
G15	107630081	24796	3	119.3034	25.83341
G15	107630082	24796	3	119.3034	25.83341
G15	107630083	24796	3	119.3034	25.83341
G15	107632129	24796	3	119.30692	25.73392
G15	107632130	24796	3	119.30692	25.73392
G15	107632131	24796	3	119.30692	25.73392
G15	107647489	22951	3	119.3842	25.91532
G15	107647490	22951	3	119.3842	25.91532
G15	107647491	22951	3	119.3842	25.91532
G15	107648513	22951	3	119.37985	25.8913
G15	107674881	22951	3	119.35035	25.87174
G15	107674882	22951	3	119.35035	25.87174
G15	107674883	22951	3	119.35035	25.87174
G15	107833601	22951	3	119.36785	25.90928
G15	107833603	22951	3	119.36785	25.90928
G15	107908610	24736	3	119.32047	25.68203
G15	107996929	24751	3	119.30341	25.84151
G15	107998465	22951	3	119.31692	25.85603
G15	107998466	22951	3	119.31692	25.85603
G15	107998467	22951	3	119.31692	25.85603
G15	107998721	24796	3	119.30481	25.80643
G15	107999233	24796	3	119.28676	25.65768
G15	107999234	24796	3	119.28676	25.65768
G15	107999235	24796	3	119.28676	25.65768
G15	107999236	24796	3	119.28676	25.65768
G15	107999489	24736	2	119.27446	25.62581
G15	107999490	24736	2	119.27446	25.62581
G15	107999745	24736	3	119.28036	25.59988
G15	107999746	24736	3	119.28036	25.59988
G15	107999747	24736	3	119.28036	25.59988
G15	108000003	24736	3	119.29114	25.58735
G15	108000257	24736	3	119.29221	25.59212
G15	108000258	24736	3	119.29221	25.59212
G15	108000259	24736	3	119.29221	25.59212
G15	108000513	24736	3	119.26323	25.5476
G15	108000514	24736	3	119.26323	25.5476
G15	108000769	24736	2	119.25229	25.52982
G15	108000770	24736	2	119.25229	25.52982
G15	108000771	24736	2	119.25229	25.52982
G15	108000772	24736	2	119.25229	25.52982
G15	108001025	24736	3	119.2343	25.49624
G15	108001281	24736	2	119.22618	25.48804
G15	108001282	24736	2	119.22618	25.48804
G15	108001283	24736	2	119.22618	25.48804
G15	108001284	24736	2	119.22618	25.48804
G15	108291329	23015	3	118.05777	24.62107
G15	108348417	22827	3	118.28885	24.67683
G15	108365057	24801	3	118.1886982	24.6892306
G15	108385028	24801	3	118.127777	24.675277
G15	108391425	23015	3	117.9781	24.5821
G15	108528897	23015	3	118.030277	24.609166
G15	108529921	23015	3	118.08122	24.63895
G15	108538369	23015	3	118.005	24.59673
G15	108567041	24618	3	117.961388	24.578888
G15	108597250	23015	3	117.98669	24.58642
G15	108598017	23015	3	117.99561	24.59148
G15	108603393	23015	3	118.06333	24.62612
G15	108603649	23015	3	118.07331	24.63513
G15	108612353	23015	3	118.01574	24.60268
G15	108617473	23015	3	118.04106	24.60951
G15	108654339	22827	3	118.22262	24.6933
G15	108757249	23015	3	118.046	24.6108
G15	108757505	23015	3	118.02	24.6081
G15	108757761	23015	3	118.00956	24.5982
G15	108758017	24618	3	117.952	24.576
G15	108758273	24618	3	117.94197	24.57525
G15	108758529	24618	3	117.92661	24.5713
G15	108758785	24618	3	117.916	24.5609
G15	108759041	24618	3	117.91	24.5586
G15	108759297	24618	3	117.906	24.5537
G15	108759809	24801	3	118.18099	24.68817
G15	108760065	24801	3	118.11657	24.66844
G15	108760321	24801	3	118.10493	24.65815
G15	108760833	24801	3	118.15947	24.68333
G15	108761089	24801	2	118.17723	24.6901
G15	108761345	24801	3	118.089	24.6477
G15	108761346	24801	3	118.089	24.6477
G15	108761601	24801	3	118.14548	24.68059
G15	108761857	22827	1	118.205911	24.686721
G15	108762113	22827	3	118.28146	24.6818
G15	108762625	22827	3	118.24959	24.69109
G15	108762881	22827	3	118.25946	24.68415
G15	108763137	22827	3	118.29687	24.67831
G15	108763393	22827	3	118.313	24.6767
G15	108763649	22827	3	118.322	24.6824
G15	108763905	22827	3	118.30179	24.67797
G15	108764161	22827	3	118.23462	24.6927
G15	108764417	22827	3	118.26828	24.68243
G15	108771585	22827	3	118.21659	24.69168
G15	108771841	24801	3	118.10847	24.66479
G15	108772097	24801	3	118.19886	24.69057
G15	108772353	24801	3	118.17265	24.68838
G15	108772609	24801	3	118.13902	24.67732
G15	108772865	24801	1	118.13735	24.67486
G15	108773377	24801	3	118.091944	24.650431
G15	108773633	23015	3	118.06977	24.63098
G15	108773889	23015	3	118.05512	24.61782
G15	108774145	24801	3	118.15152	24.68341
G15	10881	24796	1	119.30185	25.8323
G15	10882	24796	1	119.30185	25.8323
G15	109057537	24886	2	118.6077	24.88927
G15	109057538	24886	2	118.6077	24.88927
G15	109057539	24886	2	118.6077	24.88927
G15	109060097	22984	2	118.61246	24.89589
G15	109060098	22984	2	118.61246	24.89589
G15	109060099	22984	2	118.61246	24.89589
G15	109068801	24886	2	118.60969	24.88696
G15	109068802	24886	2	118.60969	24.88696
G15	109068803	24886	2	118.60969	24.88696
G15	109069569	22984	3	118.61558	24.89474
G15	109069570	22984	3	118.61558	24.89474
G15	109069571	22984	3	118.61558	24.89474
G15	109070337	22984	2	118.6118	24.89218
G15	109070338	22984	2	118.6118	24.89218
G15	109070339	22984	2	118.6118	24.89218
G15	109072897	24882	2	118.61644	24.89906
G15	109072898	24882	2	118.61644	24.89906
G15	109072899	24882	2	118.61644	24.89906
G15	109189121	24886	2	118.60746	24.884
G15	109189122	24886	2	118.60746	24.884
G15	109189123	24886	2	118.60746	24.884
G15	109196033	24886	2	118.60503	24.88188
G15	109196034	24886	2	118.60503	24.88188
G15	109196035	24886	2	118.60503	24.88188
G15	109198849	24665	2	118.65707	24.93877
G15	109198850	24665	2	118.65707	24.93877
G15	109198851	24665	2	118.65707	24.93877
G15	109199361	24665	2	118.64018	24.92081
G15	109199362	24665	2	118.64018	24.92081
G15	109199363	24665	2	118.64018	24.92081
G15	109200385	23039	3	118.60249	24.87777
G15	109200386	23039	3	118.60249	24.87777
G15	109200387	23039	3	118.60249	24.87777
G15	109201153	24665	2	118.64501	24.92531
G15	109201154	24665	2	118.64501	24.92531
G15	109201155	24665	2	118.64501	24.92531
G15	109328897	24665	2	118.63841	24.9161
G15	109328898	24665	2	118.63841	24.9161
G15	109328899	24665	2	118.63841	24.9161
G15	109333761	24665	2	118.63359	24.91101
G15	109333762	24665	2	118.63359	24.91101
G15	109333763	24665	2	118.63359	24.91101
G15	109384449	24665	2	118.64918	24.93508
G15	109384450	24665	2	118.64918	24.93508
G15	109384451	24665	2	118.64918	24.93508
G15	109415937	22967	3	118.39126	24.70938
G15	109415938	22967	3	118.39126	24.70938
G15	109415939	22967	3	118.39126	24.70938
G15	109417985	22967	3	118.41828	24.72676
G15	109417986	22967	3	118.41828	24.72676
G15	109417987	22967	3	118.41828	24.72676
G15	109491457	22971	2	118.65992	24.96336
G15	109491458	22971	2	118.65992	24.96336
G15	109491459	22971	2	118.65992	24.96336
G15	109516545	24781	2	118.5472	24.82897
G15	109516546	24781	2	118.5472	24.82897
G15	109516547	24781	2	118.5472	24.82897
G15	109516816	24781	2	118.525	24.826
G15	109516817	24781	2	118.525	24.826
G15	109516818	24781	2	118.525	24.826
G15	109535489	24884	2	118.57039	24.85345
G15	109535490	24884	2	118.57039	24.85345
G15	109535491	24884	2	118.57039	24.85345
G15	109535745	24665	2	118.5949	24.86735
G15	109535746	24665	2	118.5949	24.86735
G15	109535747	24665	2	118.5949	24.86735
G15	109537281	24884	2	118.58969	24.86236
G15	109537282	24884	2	118.58969	24.86236
G15	109537283	24884	2	118.58969	24.86236
G15	109537537	24884	2	118.56604	24.85128
G15	109537538	24884	2	118.56604	24.85128
G15	109537539	24884	2	118.56604	24.85128
