G15	1858	4	915	2090700	119.3769411	25.88762188
G15	1859	2	915	2090700	119.3769411	25.88762188
G15	1857	1	915	2090700	119.3769411	25.88762188
G15	1856	3	915	2090700	119.3769411	25.88762188
G15	1863	2	916	2093040	119.3618559	25.87394683
G15	1861	1	916	2093040	119.3618559	25.87394683
G15	1860	3	916	2093040	119.3618559	25.87394683
G15	1862	4	916	2093040	119.3618559	25.87394683
G15	1865	5	917	2113171	119.3078946	25.72040287
G15	1868	8	917	2113171	119.3078946	25.72040287
G15	1869	6	917	2113171	119.3078946	25.72040287
G15	1864	7	917	2113171	119.3078946	25.72040287
G15	1870	4	917	2113171	119.3078946	25.72040287
G15	1871	2	917	2113171	119.3078946	25.72040287
G15	1867	1	917	2113171	119.3078946	25.72040287
G15	1866	3	917	2113171	119.3078946	25.72040287
G15	1873	5	918	2131000	119.2758129	25.56903821
G15	1874	3	918	2131000	119.2758129	25.56903821
G15	1890	2	918	2131000	119.2758129	25.56903821
G15	1889	4	918	2131000	119.2758129	25.56903821
G15	1888	6	918	2131000	119.2758129	25.56903821
G15	1887	8	918	2131000	119.2758129	25.56903821
G15	1875	1	918	2131000	119.2758129	25.56903821
G15	1872	7	918	2131000	119.2758129	25.56903821
G15	1883	7	922	2302020	118.09851	24.64742277
G15	2392	4	922	2302020	118.09851	24.64742277
G15	2391	6	922	2302020	118.09851	24.64742277
G15	2390	8	922	2302020	118.09851	24.64742277
G15	1884	5	922	2302020	118.09851	24.64742277
G15	1885	3	922	2302020	118.09851	24.64742277
G15	1886	1	922	2302020	118.09851	24.64742277
G15	2393	2	922	2302020	118.09851	24.64742277
G15	1706	4	951	2186170	118.8892159	25.26566572
G15	1701	5	951	2186170	118.8892159	25.26566572
G15	1704	8	951	2186170	118.8892159	25.26566572
G15	1703	1	951	2186170	118.8892159	25.26566572
G15	1702	3	951	2186170	118.8892159	25.26566572
G15	1700	7	951	2186170	118.8892159	25.26566572
G15	1707	2	951	2186170	118.8892159	25.26566572
G15	1705	6	951	2186170	118.8892159	25.26566572
G15	1718	3	952	2206260	118.8056175	25.11056591
G15	1719	1	952	2206260	118.8056175	25.11056591
G15	1722	4	952	2206260	118.8056175	25.11056591
G15	1716	7	952	2206260	118.8056175	25.11056591
G15	1717	5	952	2206260	118.8056175	25.11056591
G15	1721	6	952	2206260	118.8056175	25.11056591
G15	1723	2	952	2206260	118.8056175	25.11056591
G15	1720	8	952	2206260	118.8056175	25.11056591
G15	1726	3	953	2223222	118.6893185	25.00894662
G15	1728	8	953	2223222	118.6893185	25.00894662
G15	1731	2	953	2223222	118.6893185	25.00894662
G15	1729	6	953	2223222	118.6893185	25.00894662
G15	1725	5	953	2223222	118.6893185	25.00894662
G15	1730	4	953	2223222	118.6893185	25.00894662
G15	1724	7	953	2223222	118.6893185	25.00894662
G15	1727	1	953	2223222	118.6893185	25.00894662
G15	1588	5	962	2234850	118.6434294	24.9122258
G15	1590	1	962	2234850	118.6434294	24.9122258
G15	1589	3	962	2234850	118.6434294	24.9122258
G15	1587	7	962	2234850	118.6434294	24.9122258
G15	1791	4	967	2148610	119.1678245	25.45565544
G15	1786	5	967	2148610	119.1678245	25.45565544
G15	1787	3	967	2148610	119.1678245	25.45565544
G15	1792	2	967	2148610	119.1678245	25.45565544
G15	1789	8	967	2148610	119.1678245	25.45565544
G15	1785	7	967	2148610	119.1678245	25.45565544
G15	1788	1	967	2148610	119.1678245	25.45565544
G15	1790	6	967	2148610	119.1678245	25.45565544
G15	1800	2	968	2163180	119.0671858	25.36889608
G15	1799	4	968	2163180	119.0671858	25.36889608
G15	1793	7	968	2163180	119.0671858	25.36889608
G15	1797	8	968	2163180	119.0671858	25.36889608
G15	1795	3	968	2163180	119.0671858	25.36889608
G15	1796	1	968	2163180	119.0671858	25.36889608
G15	1798	6	968	2163180	119.0671858	25.36889608
G15	1794	5	968	2163180	119.0671858	25.36889608
G15	1801	7	969	2186170	118.8892159	25.26566572
G15	1803	3	969	2186170	118.8892159	25.26566572
G15	1699	2	969	2186170	118.8892159	25.26566572
G15	1804	1	969	2186170	118.8892159	25.26566572
G15	1802	5	969	2186170	118.8892159	25.26566572
G15	1698	4	969	2186170	118.8892159	25.26566572
G15	1697	6	969	2186170	118.8892159	25.26566572
G15	1696	8	969	2186170	118.8892159	25.26566572
G15	1386	3	991	1999291	119.5760549	26.5539275
G15	1387	1	991	1999291	119.5760549	26.5539275
G15	1388	3	992	2002020	119.5625848	26.53223979
G15	1389	1	992	2002020	119.5625848	26.53223979
G15	1744	5	1016	2227000	118.6707831	24.97938999
G15	1748	6	1016	2227000	118.6707831	24.97938999
G15	1747	8	1016	2227000	118.6707831	24.97938999
G15	1750	2	1016	2227000	118.6707831	24.97938999
G15	1746	1	1016	2227000	118.6707831	24.97938999
G15	1749	4	1016	2227000	118.6707831	24.97938999
G15	1743	7	1016	2227000	118.6707831	24.97938999
G15	1745	3	1016	2227000	118.6707831	24.97938999
G15	1155	3	1017	2335120	117.8160247	24.50591065
G15	1158	4	1017	2335120	117.8160247	24.50591065
G15	1157	4	1017	2335120	117.8160247	24.50591065
G15	1154	3	1017	2335120	117.8160247	24.50591065
G15	1159	2	1017	2335120	117.8160247	24.50591065
G15	1156	1	1017	2335120	117.8160247	24.50591065
G15	230	3	1019	2459567	117.340391	23.77046056
G15	229	2	1019	2459567	117.340391	23.77046056
G15	401	1	1019	2459567	117.340391	23.77046056
G15	400	4	1019	2459567	117.340391	23.77046056
G15	403	3	1020	2444682	117.385258	23.88551767
G15	231	4	1020	2444682	117.385258	23.88551767
G15	402	2	1020	2444682	117.385258	23.88551767
G15	404	1	1020	2444682	117.385258	23.88551767
G15	1494	4	1027	2238890	118.6142866	24.88751936
G15	1493	6	1027	2238890	118.6142866	24.88751936
G15	1492	8	1027	2238890	118.6142866	24.88751936
G15	1495	2	1027	2238890	118.6142866	24.88751936
G15	1496	7	1028	2244880	118.5749762	24.84839096
G15	1498	3	1028	2244880	118.5749762	24.84839096
G15	1497	5	1028	2244880	118.5749762	24.84839096
G15	1503	8	1028	2244880	118.5749762	24.84839096
G15	1502	4	1028	2244880	118.5749762	24.84839096
G15	1501	6	1028	2244880	118.5749762	24.84839096
G15	1500	2	1028	2244880	118.5749762	24.84839096
G15	1499	1	1028	2244880	118.5749762	24.84839096
G15	1508	8	1029	2262906	118.4405567	24.7468123
G15	1507	1	1029	2262906	118.4405567	24.7468123
G15	1506	3	1029	2262906	118.4405567	24.7468123
G15	1504	7	1029	2262906	118.4405567	24.7468123
G15	1510	4	1029	2262906	118.4405567	24.7468123
G15	1505	5	1029	2262906	118.4405567	24.7468123
G15	1509	6	1029	2262906	118.4405567	24.7468123
G15	1511	2	1029	2262906	118.4405567	24.7468123
G15	1513	5	1030	2291220	118.1926808	24.68772351
G15	1512	7	1030	2291220	118.1926808	24.68772351
G15	1519	2	1030	2291220	118.1926808	24.68772351
G15	1516	8	1030	2291220	118.1926808	24.68772351
G15	1515	1	1030	2291220	118.1926808	24.68772351
G15	1518	4	1030	2291220	118.1926808	24.68772351
G15	1514	3	1030	2291220	118.1926808	24.68772351
G15	1517	6	1030	2291220	118.1926808	24.68772351
G15	2368	3	1031	2305970	118.070412	24.62310987
G15	2369	1	1031	2305970	118.070412	24.62310987
G15	1523	2	1031	2305970	118.070412	24.62310987
G15	1521	6	1031	2305970	118.070412	24.62310987
