G15	1165	1	1133	2339216	117.7839832	24.48500807	null
G15	1166	4	1133	2339216	117.7839832	24.48500807	null
G15	1164	3	1133	2339216	117.7839832	24.48500807	null
G15	1167	2	1133	2339216	117.7839832	24.48500807	null
G15	1291	4	1143	2472160	117.2449304	23.70544573	null
G15	227	3	1143	2472160	117.2449304	23.70544573	null
G15	228	1	1143	2472160	117.2449304	23.70544573	null
G15	683	2	1143	2472160	117.2449304	23.70544573	null
G15	817	2	1182	2485295	117.1239358	23.69610645	null
G15	816	4	1182	2485295	117.1239358	23.69610645	null
G15	814	1	1182	2485295	117.1239358	23.69610645	null
G15	1395	3	1182	2485295	117.1239358	23.69610645	null
G15	222	2	1281	2492000	117.0600459	23.7030347	null
G15	818	1	1281	2492000	117.0600459	23.7030347	null
G15	223	3	1281	2492000	117.0600459	23.7030347	null
G15	221	4	1281	2492000	117.0600459	23.7030347	null
G15	875	2	1307	1985464	119.5484865	26.63726189	null
G15	871	4	1307	1985464	119.5484865	26.63726189	null
G15	990	3	1307	1985464	119.5484865	26.63726189	null
G15	870	1	1307	1985464	119.5484865	26.63726189	null
G15	336	2	1379	1861500	120.2245937	27.27822351	null
G15	335	4	1379	1861500	120.2245937	27.27822351	null
G15	333	3	1379	1861500	120.2245937	27.27822351	null
G15	334	1	1379	1861500	120.2245937	27.27822351	null
G15	1527	1	45543	443280	120.2646515	27.43272679	null
G15	1524	7	45543	443280	120.2646515	27.43272679	null
G15	1526	3	45543	443280	120.2646515	27.43272679	null
G15	1525	5	45543	443280	120.2646515	27.43272679	null
G15	800	4	45559	57301	120.2646515	27.43272679	null
G15	799	2	45559	57301	120.2646515	27.43272679	null
G15	801	1	45560	19800	120.2646515	27.43272679	null
G15	802	3	45560	19800	120.2646515	27.43272679	null
G15	804	4	45561	18600	120.2646515	27.43272679	null
G15	803	2	45561	18600	120.2646515	27.43272679	null
G15	806	3	45562	33500	120.2646515	27.43272679	null
G15	805	1	45562	33500	120.2646515	27.43272679	null
G15	812	4	45563	57301	120.2646515	27.43272679	null
G15	811	2	45563	57301	120.2646515	27.43272679	null
G15	2188	4	45585	114820	120.2646515	27.43272679	null
G15	2189	2	45585	114820	120.2646515	27.43272679	null
G15	2190	4	45586	114820	120.2646515	27.43272679	null
G15	2191	2	45586	114820	120.2646515	27.43272679	null
G15	2192	3	45587	114820	120.2646515	27.43272679	null
G15	2193	1	45587	114820	120.2646515	27.43272679	null
G15	2194	3	45588	114820	120.2646515	27.43272679	null
G15	2195	1	45588	114820	120.2646515	27.43272679	null
G15	2197	2	45589	114820	120.2646515	27.43272679	null
G15	2196	4	45589	114820	120.2646515	27.43272679	null
G15	2199	2	45590	114820	120.2646515	27.43272679	null
G15	2198	4	45590	114820	120.2646515	27.43272679	null
G15	2200	3	45591	114820	120.2646515	27.43272679	null
G15	2201	1	45591	114820	120.2646515	27.43272679	null
G15	2202	3	45592	114820	120.2646515	27.43272679	null
G15	2203	1	45592	114820	120.2646515	27.43272679	null
G70	1445	1	1089	36000	119.1487817	26.10343897	null
G70	1447	2	1089	36000	119.1487817	26.10343897	null
G70	1446	4	1089	36000	119.1487817	26.10343897	null
G70	1444	3	1089	36000	119.1487817	26.10343897	null
G70	874	4	1091	75000	118.8168375	26.17972752	null
G70	1394	1	1091	75000	118.8168375	26.17972752	null
G70	657	2	1091	75000	118.8168375	26.17972752	null
G70	1384	3	1091	75000	118.8168375	26.17972752	null
G70	1228	1	1179	179000	118.1221237	26.51411539	null
G70	1235	4	1179	179000	118.1221237	26.51411539	null
G70	1234	2	1179	179000	118.1221237	26.51411539	null
G70	1229	3	1179	179000	118.1221237	26.51411539	null
G70	1230	1	1180	178270	118.1256502	26.50802955	null
G70	1231	3	1180	178270	118.1256502	26.50802955	null
G70	1236	2	1180	178270	118.1256502	26.50802955	null
G70	1237	4	1180	178270	118.1256502	26.50802955	null
G70	1017	1	1201	295400	117.3866339	26.91898139	null
G70	1020	2	1201	295400	117.3866339	26.91898139	null
G70	1021	1	1202	260800	117.5416626	26.6878243	null
G70	1026	2	1202	260800	117.5416626	26.6878243	null
G70	1032	2	1203	263000	117.5238034	26.69757606	null
G70	1027	1	1203	263000	117.5238034	26.69757606	null
G70	939	2	1204	239400	117.7115598	26.59788894	null
G70	953	4	1204	239400	117.7115598	26.59788894	null
G70	955	3	1205	240100	117.7049283	26.59999298	null
G70	954	1	1205	240100	117.7049283	26.59999298	null
G70	952	1	1220	282000	117.4634643	26.82977267	null
G70	1002	2	1220	282000	117.4634643	26.82977267	null
G70	1005	1	1221	282200	117.4618401	26.83079324	null
G70	1008	2	1221	282200	117.4618401	26.83079324	null
G70	1011	1	1222	301000	117.3359076	26.93772258	null
G70	1014	2	1222	301000	117.3359076	26.93772258	null
G70	580	2	1330	47400	119.0606342	26.15769722	null
G70	579	4	1330	47400	119.0606342	26.15769722	null
G70	582	1	1331	8660	119.3313695	25.94982424	null
G70	581	3	1331	8660	119.3313695	25.94982424	null
G70	584	1	1332	27700	119.1823664	26.04162802	null
G70	583	3	1332	27700	119.1823664	26.04162802	null
G70	704	3	1338	94000	118.6555851	26.18572274	null
G70	703	1	1338	94000	118.6555851	26.18572274	null
G70	706	3	1339	99000	118.6222526	26.21961089	null
G70	705	1	1339	99000	118.6222526	26.21961089	null
G70	605	2	1340	94100	118.6549168	26.18639974	null
G70	606	4	1340	94100	118.6549168	26.18639974	null
G70	608	4	1341	99100	118.6217683	26.22037151	null
G70	607	2	1341	99100	118.6217683	26.22037151	null
G70	2167	2	1342	41500	119.1064789	26.13226966	null
G70	2166	4	1342	41500	119.1064789	26.13226966	null
G70	2168	3	1343	43100	119.0917852	26.13790474	null
G70	2169	1	1343	43100	119.0917852	26.13790474	null
G70	2174	3	1344	70800	118.85569	26.1735425	null
G70	2175	1	1344	70800	118.85569	26.1735425	null
G70	2177	2	1345	62200	118.9308794	26.19239649	null
G70	2176	4	1345	62200	118.9308794	26.19239649	null
G70	2178	3	1346	63300	118.9202463	26.19264102	null
G70	2179	1	1346	63300	118.9202463	26.19264102	null
G70	634	2	1349	68900	118.8721696	26.18165055	null
G70	633	4	1349	68900	118.8721696	26.18165055	null
G70	1443	3	1419	214750	117.8124674	26.42910114	null
G70	444	1	1419	214750	117.8124674	26.42910114	null
G70	1448	4	1419	214750	117.8124674	26.42910114	null
G70	1449	2	1419	214750	117.8124674	26.42910114	null
G70	2159	2	45566	19800	119.2324571	25.98821812	null
G70	2158	4	45566	19800	119.2324571	25.98821812	null
G70	2161	2	45567	19800	119.2324571	25.98821812	null
G70	2160	4	45567	19800	119.2324571	25.98821812	null
G70	2162	3	45568	19800	119.2324571	25.98821812	null
G70	2163	1	45568	19800	119.2324571	25.98821812	null
G70	2165	1	45569	19800	119.2324571	25.98821812	null
G70	2164	3	45569	19800	119.2324571	25.98821812	null
G70	611	3	45571	95555	118.6451924	26.19624999	null
G70	612	1	45571	95555	118.6451924	26.19624999	null
G70	2170	4	45572	114820	118.5348155	26.29164249	null
G70	2171	2	45572	114820	118.5348155	26.29164249	null
G70	613	4	45573	114820	118.5348155	26.29164249	null
G70	614	2	45573	114820	118.5348155	26.29164249	null
G70	2173	1	45574	114820	118.5348155	26.29164249	null
G70	2172	3	45574	114820	118.5348155	26.29164249	null
G70	616	2	45575	114820	118.5348155	26.29164249	null
G70	615	4	45575	114820	118.5348155	26.29164249	null
G70	617	3	45576	114820	118.5348155	26.29164249	null
G70	618	1	45576	114820	118.5348155	26.29164249	null
G70	2181	2	45577	79700	118.7749916	26.17680937	null
G70	2180	4	45577	79700	118.7749916	26.17680937	null
G70	2183	1	45579	83198	118.7432111	26.16984971	null
G70	2182	3	45579	83198	118.7432111	26.16984971	null
G70	2185	2	45581	83093	118.7441135	26.16935647	null
G70	2184	4	45581	83093	118.7441135	26.16935647	null
G70	2186	3	45583	95555	118.6451924	26.19624999	null
G70	2187	1	45583	95555	118.6451924	26.19624999	null
G70	1149	1	45584	114820	118.5348155	26.29164249	null
G70	1148	3	45584	114820	118.5348155	26.29164249	null
G72	1892	1	923	123745	117.8682752	25.55162957	null
G72	1891	3	923	123745	117.8682752	25.55162957	null
G72	1893	3	924	172425	117.5293691	25.77762881	null
G72	1894	1	924	172425	117.5293691	25.77762881	null
G72	1895	4	925	173955	117.5161181	25.77091232	null
G72	1732	2	925	173955	117.5161181	25.77091232	null
G72	1592	6	929	42360	118.3947264	25.13838313	null
G72	1594	2	929	42360	118.3947264	25.13838313	null
G72	1593	4	929	42360	118.3947264	25.13838313	null
G72	1596	3	930	26920	118.4131918	25.00451742	null
G72	1595	5	930	26920	118.4131918	25.00451742	null
G72	1597	1	930	26920	118.4131918	25.00451742	null
G72	1600	2	931	28991	118.4075005	25.02200361	null
G72	1599	4	931	28991	118.4075005	25.02200361	null
G72	1598	6	931	28991	118.4075005	25.02200361	null
G72	1612	3	935	12650	118.507156	24.91907931	null
G72	1613	1	935	12650	118.507156	24.91907931	null
G72	1614	6	935	12650	118.507156	24.91907931	null
G72	1616	2	935	12650	118.507156	24.91907931	null
G72	1615	4	935	12650	118.507156	24.91907931	null
G72	1611	5	935	12650	118.507156	24.91907931	null
G72	1621	4	936	14950	118.4926813	24.934556	null
G72	1617	5	936	14950	118.4926813	24.934556	null
G72	1620	6	936	14950	118.4926813	24.934556	null
G72	1619	1	936	14950	118.4926813	24.934556	null
G72	1622	2	936	14950	118.4926813	24.934556	null
G72	1618	3	936	14950	118.4926813	24.934556	null
